Genome,Condition
287.18643,Susceptible
287.18094,Susceptible
287.891,Susceptible
287.709,Resistant
287.8988,Resistant
287.7618,Resistant
287.1003,Susceptible
287.9615,Susceptible
287.33397,Susceptible
287.8031,Resistant
287.7314,Susceptible
287.1945,Susceptible
287.5979,Susceptible
287.31671,Resistant
287.7271,Susceptible
287.1198,Susceptible
287.8487,Resistant
287.19226,Susceptible
287.4057,Susceptible
287.18528,Susceptible
287.2475,Resistant
287.19167,Resistant
287.34106,Susceptible
287.11177,Resistant
287.16819,Resistant
287.32651,Resistant
287.13719,Susceptible
287.8387,Susceptible
287.738,Susceptible
287.11761,Resistant
287.17611,Susceptible
287.9431,Susceptible
287.6441,Susceptible
287.2473,Susceptible
287.26013,Susceptible
287.11186,Susceptible
287.11,Resistant
287.7407,Susceptible
287.18576,Susceptible
287.9884,Resistant
287.9302,Resistant
287.5706,Susceptible
287.18017,Resistant
287.8515,Resistant
287.2978,Resistant
287.14462,Susceptible
287.18069,Susceptible
287.9837,Susceptible
287.11738,Susceptible
287.2704,Resistant
287.1199,Susceptible
287.24559,Resistant
287.30291,Susceptible
287.17587,Susceptible
287.5729,Susceptible
287.31602,Resistant
287.28303,Susceptible
287.17973,Resistant
287.7523,Susceptible
287.17488,Susceptible
287.7341,Resistant
287.31695,Resistant
287.6842,Resistant
287.10391,Resistant
287.7888,Susceptible
287.29793,Resistant
287.29806,Resistant
287.32972,Resistant
287.7673,Susceptible
287.7453,Susceptible
287.13309,Resistant
287.111,Susceptible
287.25981,Susceptible
287.9465,Resistant
287.9261,Susceptible
287.26505,Resistant
287.14739,Resistant
287.31197,Susceptible
287.7355,Susceptible
287.691,Resistant
287.26425,Susceptible
287.17449,Resistant
287.9363,Resistant
287.18297,Susceptible
287.9549,Resistant
287.9391,Resistant
287.18298,Susceptible
287.15869,Resistant
287.34021,Susceptible
287.4323,Susceptible
287.30266,Susceptible
287.29737,Susceptible
287.9172,Susceptible
287.26457,Resistant
287.27112,Susceptible
287.9565,Resistant
287.7856,Resistant
287.12661,Susceptible
287.16837,Resistant
287.12701,Susceptible
287.3268,Resistant
287.7062,Susceptible
287.13318,Susceptible
287.5663,Susceptible
287.16824,Susceptible
287.19212,Susceptible
287.26063,Susceptible
287.2983,Resistant
287.10013,Resistant
287.26074,Susceptible
287.26044,Susceptible
287.957,Susceptible
287.10023,Susceptible
287.14415,Susceptible
287.12549,Resistant
287.1029,Susceptible
287.5728,Susceptible
287.6961,Susceptible
287.3402,Susceptible
287.34051,Susceptible
287.9883,Resistant
287.7591,Susceptible
287.11163,Resistant
287.76,Susceptible
287.98,Susceptible
287.8884,Resistant
287.19509,Susceptible
287.7625,Susceptible
287.25209,Susceptible
287.7035,Susceptible
287.27187,Resistant
287.2469,Susceptible
287.6996,Susceptible
287.10413,Susceptible
287.1653,Resistant
287.26411,Susceptible
287.33341,Susceptible
287.1858,Susceptible
287.9327,Susceptible
287.7851,Resistant
287.12527,Susceptible
287.6965,Susceptible
287.26466,Resistant
287.8388,Susceptible
287.1038,Susceptible
287.16942,Resistant
287.69,Resistant
287.12654,Susceptible
287.11585,Susceptible
287.851,Resistant
287.32675,Resistant
287.27757,Resistant
287.27134,Susceptible
287.27265,Resistant
287.4374,Susceptible
287.24586,Susceptible
287.17482,Susceptible
287.12616,Resistant
287.9585,Resistant
287.108,Susceptible
287.16931,Susceptible
287.7881,Susceptible
287.9151,Susceptible
287.9407,Susceptible
287.6844,Susceptible
287.27034,Resistant
287.17499,Resistant
287.871,Resistant
287.17569,Susceptible
287.6887,Susceptible
287.16554,Susceptible
287.16593,Resistant
287.1786,Susceptible
287.9199,Susceptible
287.7284,Susceptible
287.18303,Susceptible
287.25216,Resistant
287.34289,Susceptible
287.31664,Resistant
287.8875,Resistant
287.7778,Susceptible
287.598,Susceptible
287.11765,Susceptible
287.7759,Resistant
287.10297,Resistant
287.2779,Resistant
287.30287,Susceptible
287.12604,Resistant
287.18541,Susceptible
287.25946,Resistant
287.13268,Resistant
287.8506,Resistant
287.13853,Susceptible
287.9125,Resistant
287.18566,Susceptible
287.8885,Susceptible
287.27723,Resistant
287.28452,Susceptible
287.12772,Resistant
287.27022,Susceptible
287.776,Susceptible
287.11594,Susceptible
287.31223,Susceptible
287.6422,Resistant
287.12472,Resistant
287.14741,Resistant
287.27289,Resistant
287.25748,Susceptible
287.33576,Susceptible
287.7332,Susceptible
287.9592,Susceptible
287.9164,Susceptible
287.29715,Resistant
287.18309,Resistant
287.8503,Resistant
287.26534,Resistant
287.1699,Resistant
287.4095,Resistant
287.14831,Resistant
287.33371,Susceptible
287.727,Susceptible
287.14731,Resistant
287.12479,Resistant
287.16858,Susceptible
287.6401,Susceptible
287.2723,Susceptible
287.13729,Resistant
287.29397,Susceptible
287.16893,Resistant
287.19382,Susceptible
287.19379,Susceptible
287.185,Resistant
287.24984,Resistant
287.9929,Resistant
287.10155,Resistant
287.9418,Susceptible
287.34077,Susceptible
287.1128,Resistant
287.2525,Susceptible
287.19422,Susceptible
287.7493,Susceptible
287.6326,Susceptible
287.7426,Susceptible
287.33743,Susceptible
287.6408,Resistant
287.31697,Resistant
287.1019,Resistant
287.12568,Resistant
287.2716,Resistant
287.14398,Susceptible
287.9877,Resistant
287.18589,Susceptible
1447529.3,Susceptible
287.7015,Susceptible
287.27011,Resistant
287.31624,Resistant
287.12509,Resistant
287.34379,Susceptible
287.19152,Resistant
287.27741,Resistant
287.25708,Susceptible
287.17994,Susceptible
287.18567,Susceptible
287.34303,Susceptible
287.9899,Susceptible
287.7847,Susceptible
287.12569,Susceptible
287.19235,Resistant
287.17852,Susceptible
287.7537,Susceptible
287.894,Resistant
1402521.3,Susceptible
287.14732,Resistant
287.7313,Resistant
287.33739,Susceptible
287.19508,Susceptible
287.29808,Resistant
287.25763,Susceptible
287.27063,Susceptible
287.8893,Susceptible
287.18003,Susceptible
287.7583,Susceptible
287.73,Susceptible
287.17977,Susceptible
287.745,Resistant
287.17653,Resistant
287.8486,Susceptible
287.10284,Resistant
287.27226,Resistant
287.24747,Susceptible
287.2921,Susceptible
287.852,Susceptible
287.634,Susceptible
287.1282,Susceptible
287.7989,Resistant
287.12019,Susceptible
287.13863,Resistant
287.1332,Resistant
287.18372,Resistant
287.18506,Resistant
287.571,Susceptible
287.9204,Susceptible
287.19421,Susceptible
287.4417,Susceptible
287.4467,Susceptible
287.7837,Susceptible
287.6332,Resistant
287.1843,Resistant
287.7807,Susceptible
287.32633,Resistant
287.31414,Resistant
287.19433,Susceptible
287.9555,Resistant
287.18612,Susceptible
287.9076,Susceptible
287.4297,Resistant
287.2772,Susceptible
287.28334,Susceptible
287.17639,Resistant
287.19232,Resistant
287.24544,Resistant
287.7517,Susceptible
287.34248,Resistant
287.6512,Susceptible
287.18603,Resistant
287.25776,Susceptible
287.32638,Susceptible
287.34272,Resistant
287.6988,Susceptible
287.19688,Susceptible
287.17872,Susceptible
287.14795,Susceptible
287.1787,Susceptible
287.24537,Resistant
287.32471,Susceptible
287.31362,Susceptible
287.28444,Susceptible
287.8981,Susceptible
287.1114,Susceptible
287.9803,Susceptible
287.24752,Resistant
287.2922,Resistant
287.25785,Resistant
287.12807,Resistant
287.16617,Susceptible
287.2846,Resistant
287.25225,Susceptible
287.16913,Susceptible
287.8507,Resistant
1402523.3,Susceptible
287.9449,Resistant
287.992,Susceptible
287.25739,Susceptible
287.12495,Susceptible
287.1065,Susceptible
287.17584,Resistant
287.33758,Susceptible
287.7306,Resistant
287.33666,Resistant
287.28407,Susceptible
287.29652,Susceptible
287.8982,Susceptible
287.33563,Resistant
287.9207,Susceptible
287.27041,Susceptible
287.26086,Susceptible
287.7577,Susceptible
287.24757,Susceptible
287.7869,Susceptible
287.1701,Resistant
287.11957,Resistant
287.31681,Resistant
287.17954,Resistant
287.32587,Susceptible
1447541.3,Susceptible
287.166,Resistant
287.14458,Resistant
287.26067,Susceptible
287.19186,Resistant
1123015.5,Susceptible
287.15923,Resistant
287.26499,Resistant
287.27743,Susceptible
287.29629,Susceptible
287.17918,Susceptible
287.17955,Susceptible
287.12765,Resistant
287.6428,Resistant
287.4361,Susceptible
287.11551,Susceptible
287.16964,Resistant
287.6417,Susceptible
287.18524,Susceptible
287.7464,Susceptible
287.17043,Susceptible
287.19695,Susceptible
287.7774,Resistant
287.17914,Susceptible
287.4431,Susceptible
287.1481,Resistant
1402575.3,Susceptible
287.19164,Resistant
287.17608,Susceptible
287.17643,Resistant
287.17959,Resistant
287.9177,Susceptible
287.16585,Susceptible
287.7558,Susceptible
287.1836,Susceptible
287.27032,Susceptible
287.8497,Susceptible
287.28562,Susceptible
287.12528,Susceptible
287.2656,Susceptible
287.29232,Susceptible
287.6518,Susceptible
287.14267,Resistant
287.27286,Susceptible
287.7898,Susceptible
287.5664,Resistant
287.17008,Susceptible
287.18691,Resistant
287.25203,Susceptible
287.1159,Susceptible
287.30238,Susceptible
287.15244,Resistant
287.643,Resistant
287.33721,Susceptible
287.3739,Susceptible
287.9317,Susceptible
287.14753,Resistant
287.12687,Resistant
287.858,Resistant
287.9379,Resistant
287.1009,Susceptible
287.8046,Susceptible
287.11527,Resistant
287.7856,Susceptible
287.28341,Resistant
287.15229,Resistant
287.34326,Resistant
287.27025,Susceptible
287.33756,Susceptible
287.14389,Resistant
287.4054,Susceptible
287.16522,Resistant
287.32617,Resistant
287.26439,Susceptible
287.34382,Resistant
287.6495,Resistant
287.7036,Susceptible
287.24531,Susceptible
287.6418,Resistant
287.5972,Susceptible
287.25725,Susceptible
287.993,Resistant
287.17494,Resistant
287.34386,Resistant
287.13339,Resistant
287.1175,Susceptible
287.27242,Resistant
287.2632,Susceptible
287.26028,Resistant
287.89,Susceptible
287.7466,Resistant
287.11164,Resistant
287.9472,Susceptible
287.841,Susceptible
287.19204,Susceptible
287.651,Resistant
287.13265,Susceptible
287.8522,Resistant
287.1177,Susceptible
287.27291,Susceptible
287.33647,Susceptible
287.25244,Resistant
287.5667,Susceptible
287.18117,Resistant
287.18036,Susceptible
287.3932,Resistant
287.3735,Resistant
287.30281,Resistant
287.29407,Resistant
287.19542,Susceptible
287.8968,Susceptible
287.5687,Resistant
287.3718,Susceptible
287.25713,Susceptible
287.16864,Susceptible
287.25265,Resistant
287.6445,Resistant
287.9289,Susceptible
287.28466,Resistant
287.26484,Resistant
287.31383,Susceptible
287.18423,Susceptible
287.9269,Susceptible
287.12119,Susceptible
287.9815,Susceptible
287.2653,Resistant
287.11602,Resistant
287.18078,Resistant
287.1188,Resistant
287.11155,Susceptible
287.145,Susceptible
287.6964,Resistant
287.28473,Susceptible
287.9005,Resistant
287.30304,Resistant
287.12576,Resistant
287.7059,Susceptible
287.24547,Resistant
287.8909,Susceptible
287.4429,Susceptible
287.17626,Resistant
287.33722,Susceptible
287.88,Susceptible
287.27269,Resistant
287.6945,Susceptible
287.9001,Resistant
287.17657,Resistant
287.10056,Resistant
287.31458,Resistant
287.13734,Susceptible
287.32573,Susceptible
287.12559,Resistant
1402496.3,Resistant
287.27018,Susceptible
287.8945,Resistant
287.6984,Resistant
287.19225,Susceptible
287.5959,Resistant
287.11173,Susceptible
287.8414,Resistant
287.7507,Susceptible
287.1798,Resistant
287.16861,Susceptible
287.17831,Resistant
287.9609,Resistant
287.7695,Susceptible
287.14392,Susceptible
287.27664,Susceptible
287.8518,Susceptible
287.3362,Resistant
287.25231,Resistant
287.2589,Susceptible
287.29746,Susceptible
287.7661,Susceptible
287.9792,Resistant
287.18648,Resistant
287.16885,Susceptible
287.33429,Susceptible
287.16966,Resistant
287.27218,Susceptible
287.31617,Resistant
287.11969,Resistant
287.27035,Resistant
287.2972,Resistant
287.25949,Susceptible
287.29437,Susceptible
287.17537,Resistant
287.4084,Resistant
287.17961,Susceptible
1418247.3,Susceptible
287.18136,Susceptible
287.8544,Resistant
287.6328,Resistant
287.18049,Resistant
287.14787,Resistant
287.987,Susceptible
287.9919,Resistant
1402527.3,Susceptible
287.31368,Susceptible
287.27642,Resistant
287.34359,Susceptible
287.18646,Susceptible
287.29414,Resistant
287.32612,Susceptible
287.27158,Resistant
287.4456,Susceptible
287.24579,Resistant
287.11148,Susceptible
287.19173,Susceptible
287.2766,Resistant
287.7061,Susceptible
287.19424,Susceptible
287.7038,Resistant
287.34263,Resistant
287.17869,Susceptible
287.18396,Resistant
287.28333,Susceptible
287.19521,Susceptible
287.12711,Resistant
287.9517,Resistant
287.9511,Resistant
287.16988,Susceptible
287.15245,Resistant
287.19414,Susceptible
287.29683,Susceptible
287.1029,Resistant
287.7405,Resistant
287.17693,Susceptible
287.26438,Susceptible
287.11918,Susceptible
1447537.3,Susceptible
287.3431,Resistant
287.19465,Susceptible
287.27098,Resistant
287.18457,Resistant
287.32592,Susceptible
287.32589,Susceptible
287.1247,Resistant
287.28403,Resistant
287.16935,Susceptible
287.5763,Susceptible
287.7757,Susceptible
287.15222,Susceptible
287.1085,Susceptible
287.252,Resistant
287.27177,Resistant
287.9866,Susceptible
287.25217,Susceptible
287.29416,Susceptible
1402540.3,Resistant
287.29826,Susceptible
287.8391,Resistant
287.31741,Resistant
287.1837,Susceptible
287.34274,Resistant
287.7396,Resistant
287.1745,Resistant
287.11093,Susceptible
287.9274,Susceptible
287.16997,Susceptible
287.9573,Susceptible
287.25711,Resistant
287.265,Resistant
287.32639,Susceptible
1402548.3,Resistant
287.28442,Susceptible
287.26036,Resistant
287.25774,Resistant
287.10425,Susceptible
287.32552,Susceptible
287.7295,Susceptible
287.30248,Resistant
287.9529,Resistant
287.16556,Resistant
287.15889,Resistant
287.29388,Resistant
287.17038,Resistant
287.18559,Resistant
287.32591,Susceptible
287.31735,Resistant
287.1173,Susceptible
287.34041,Susceptible
287.9216,Susceptible
287.10444,Susceptible
287.14272,Resistant
287.28387,Susceptible
287.26037,Resistant
287.25885,Susceptible
287.18544,Resistant
287.29679,Resistant
287.19569,Resistant
287.955,Resistant
287.14264,Resistant
287.18469,Resistant
287.33372,Susceptible
287.10438,Susceptible
287.1954,Resistant
287.19194,Resistant
287.31375,Susceptible
287.19691,Susceptible
287.12095,Susceptible
287.18684,Resistant
287.25974,Susceptible
287.8525,Resistant
287.5963,Resistant
287.24545,Resistant
287.31593,Resistant
287.31604,Resistant
287.27188,Resistant
287.7524,Susceptible
287.7657,Susceptible
287.795,Susceptible
287.6385,Susceptible
287.17937,Susceptible
287.32482,Susceptible
287.6942,Susceptible
287.4378,Susceptible
287.19206,Susceptible
287.31434,Susceptible
287.2942,Susceptible
287.28491,Resistant
287.4067,Resistant
287.9188,Susceptible
287.1028,Susceptible
287.11763,Susceptible
287.16835,Resistant
287.6323,Susceptible
287.31596,Resistant
287.16573,Resistant
287.32575,Susceptible
287.25179,Resistant
287.25773,Susceptible
287.24582,Susceptible
287.5734,Susceptible
287.29654,Resistant
287.11769,Resistant
287.9788,Resistant
287.31753,Susceptible
287.26465,Resistant
287.7373,Susceptible
287.27308,Resistant
287.12776,Susceptible
287.4044,Resistant
287.32521,Susceptible
287.2841,Resistant
287.1005,Resistant
287.34418,Resistant
287.33354,Resistant
287.33661,Resistant
287.7593,Susceptible
287.9111,Susceptible
287.29655,Resistant
287.18615,Resistant
287.17616,Resistant
287.192,Susceptible
287.16886,Susceptible
287.10429,Susceptible
287.33383,Susceptible
287.1165,Resistant
287.12489,Resistant
287.18123,Susceptible
287.25954,Resistant
287.12553,Resistant
287.18505,Resistant
287.6812,Susceptible
287.26449,Resistant
287.34423,Resistant
287.887,Susceptible
287.1226,Resistant
287.7785,Resistant
287.883,Resistant
287.26423,Susceptible
287.14072,Susceptible
287.8977,Resistant
287.9019,Susceptible
287.7694,Susceptible
287.29446,Resistant
287.27719,Resistant
287.31715,Resistant
287.937,Susceptible
287.8877,Susceptible
287.19685,Susceptible
1009714.25,Resistant
287.28356,Resistant
287.15894,Susceptible
287.15868,Susceptible
287.33401,Susceptible
287.8529,Resistant
287.10574,Susceptible
287.17506,Susceptible
287.7692,Resistant
287.27198,Resistant
287.6928,Resistant
287.19452,Susceptible
287.30314,Susceptible
287.18092,Susceptible
287.7819,Susceptible
287.29776,Susceptible
287.31181,Susceptible
287.1153,Resistant
287.19537,Susceptible
287.32635,Resistant
287.14432,Resistant
287.33569,Susceptible
287.24759,Resistant
287.4336,Susceptible
287.33683,Susceptible
287.1199,Susceptible
287.27232,Susceptible
287.28423,Resistant
287.17025,Resistant
287.26526,Susceptible
287.24542,Resistant
287.33642,Resistant
287.7963,Resistant
287.9387,Resistant
287.26049,Susceptible
287.12462,Susceptible
287.18592,Resistant
287.18462,Susceptible
287.18395,Resistant
287.391,Resistant
287.16606,Susceptible
287.1405,Susceptible
287.34417,Resistant
287.18591,Susceptible
287.9541,Resistant
287.17861,Resistant
287.12481,Resistant
287.12508,Resistant
287.26014,Susceptible
287.12769,Resistant
287.9478,Resistant
287.1785,Susceptible
287.27081,Resistant
287.7356,Resistant
287.33415,Susceptible
287.3031,Resistant
287.8373,Resistant
287.6829,Susceptible
287.34247,Resistant
1447544.3,Susceptible
287.28336,Susceptible
287.11962,Susceptible
287.4276,Susceptible
287.25239,Resistant
287.6884,Susceptible
287.25799,Resistant
287.10291,Susceptible
287.32531,Resistant
287.3438,Resistant
287.17039,Resistant
287.12546,Resistant
287.26096,Resistant
287.25777,Susceptible
287.9316,Susceptible
287.12721,Resistant
287.24745,Resistant
287.25712,Susceptible
287.10041,Resistant
287.11908,Resistant
287.6338,Resistant
287.28347,Susceptible
287.14525,Resistant
287.2972,Resistant
287.19481,Susceptible
287.31684,Resistant
287.12808,Susceptible
287.18556,Resistant
287.5691,Resistant
287.1218,Susceptible
287.31661,Resistant
287.27042,Susceptible
287.31448,Resistant
287.31736,Resistant
